articleId,relatedId
19751,21012
19751,347491
19751,343236
19751,339039
19751,240724
19752,455254
19752,608664
19755,577376
19755,171925
19755,520984
19758,53818
19766,626996
19766,334885
19768,609583
19768,211763
19768,104204
19777,447332
19777,610003
19777,317757
19777,115902
19779,536851
19779,452762
19779,515401
19779,475024
19779,479530
19779,476466
19779,469251
19779,551285
19779,552788
19779,470641
19779,162314
19779,558121
19781,247537
19781,560924
19781,216647
19781,617593
19781,559920
19781,609082
19781,372216
19781,599803
19781,281837
19782,452716
19782,166735
19782,163740
19782,156395
19782,467022
19782,529955
19785,22227
19788,584715
19788,97472
19788,351603
19795,35934
19803,255753
19808,138071
19808,74807
19808,230971
19808,313505
19808,625318
19808,378932
19813,622939
19813,458911
19813,471236
19813,395207
19819,300406
19819,280626
19819,331519
19821,207703
19821,75216
19821,298163
19821,569409
19821,122932
19821,255701
19821,282686
19821,559162
19821,423672
19821,491558
19822,466219
19822,570613
19822,556311
19822,378942
19822,97911
19822,433263
19823,16757
19827,162102
19828,308528
19828,381712
19829,470494
19829,311413
19833,457486
19833,538286
19833,213131
19835,18181
19835,18929
19835,19110
19835,19566
19835,304329
19836,310368
19836,446168
19836,295756
19836,242411
19837,531457
19838,102129
19838,280276
19839,613634
19841,90525
19841,216056
19841,356712
19841,352256
19841,205097
19842,237196
19842,162102
19846,307387
19850,19156
19850,499595
19850,491169
19852,344232
19854,475538
19854,294954
19854,533712
20210,95021
20210,319333
20210,302111
20210,104027
20210,101906
20210,306684
20212,586209
20212,290998
20212,303300
20212,331057
20212,93208
20221,452752
20221,100451
20221,607817
20224,436767
20224,627144
20224,619143
20224,611388
20224,312507
20224,231716
20225,206922
20225,484910
20227,324658
20227,512765
20232,33799
20232,32452
20232,20756
20232,24849
20243,531498
20243,213240
20243,531878
20243,307473
20243,464717
20243,515541
20243,468210
20243,208820
20246,452227
20248,110612
20248,618495
20248,100985
20248,246736
20256,88895
20267,616075
20267,360014
20268,92310
20270,590736
20270,519590
20270,122344
20270,82426
20270,180568
20270,114181
20270,465516
20270,435676
20270,167906
20270,162763
20274,123567
20274,282143
20274,378293
20274,287783
20274,306303
20274,442449
20274,447568
20274,477986
20279,538565
20279,296482
20279,320403
20279,320935
20279,333388
20279,305848
20280,306057
20280,248372
20282,87385
20282,536584
20282,460508
20282,453387
20282,366019
20282,177675
20282,78321
20282,251781
20282,96640
20282,609653
20282,262779
20282,626119
20282,586975
20282,522724
20282,240294
20295,180067
20295,125160
20295,299074
20295,107395
20296,538040
20296,254017
20296,284913
20299,35389
20302,464972
20302,219966
20302,119379
20302,614020
20302,98726
20305,302758
20305,125110
20305,435542
20305,578858
20305,612219
20305,379406
20313,252699
20313,323197
20313,98461
20313,242411
20313,241942
20313,282258
20313,235186
20313,310769
20313,112262
20316,120154
20316,616841
20316,123956
20317,379061
20322,328238
20322,285445
20322,331240
20322,246511
20322,517596
20326,224375
20326,460009
20326,465866
20332,311413
20332,259700
20335,116522
20335,612492
20335,112197
20335,592534
20337,162828
20337,461290
20337,465977
20351,31786
20353,280320
20353,106755
20353,295839
20353,80048
20354,251561
20363,76455
20363,438907
20363,121101
20363,306220
20363,238980
20363,298470
20363,447072
20363,438284
20363,433210
20367,77188
20367,363025
20367,464346
20367,206728
20367,99332
20367,602769
20371,93981
20371,449775
20371,618113
20371,441979
20371,575118
20371,437942
20372,247930
20377,250122
20377,153138
20377,483689
20377,597383
20378,447639
20378,241612
20378,293993
20378,282808
20378,483276
20381,439363
20381,179703
20381,111571
20381,250719
20382,372084
20382,439513
20382,608704
20382,260199
20382,266227
20382,622499
20382,276727
20382,576864
20382,439969
20382,267769
20384,174872
20384,441744
20384,315190
20384,614673
20384,575967
20384,119041
20384,611570
20388,622789
20388,322574
20388,320995
20388,359615
20388,299972
20388,573922
20391,284884
20391,238276
20391,599821
20391,199282
20392,30547
20392,363547
20392,33824
20392,33879
20394,24969
20394,21335
20394,28697
20395,232613
20395,158345
20395,626103
20395,163034
20395,232309
20395,509363
20395,245922
20395,91039
20396,232309
20398,305175
20398,116921
20398,105319
20398,275665
20398,610370
20398,221165
20398,269837
20398,559022
20398,592939
20398,272984
20409,311413
20409,433332
20409,437942
20409,289064
20411,88382
20411,623821
20411,300477
20411,247621
20412,599237
20412,103525
20413,156194
20413,310268
20413,293499
20413,480113
20413,90274
20413,164685
20413,159641
20413,485077
20413,556282
20413,114162
20417,280626
20417,313104
20417,242411
20417,445219
20419,22624
20421,118239
20421,624016
20426,573431
20426,102274
20432,25371
20432,30370
20432,22144
20435,440274
20435,608870
20444,523112
20444,197107
20444,610935
20444,287410
20444,161793
20444,295913
20453,510766
20453,584715
20453,5244
20453,441979
20453,585128
20458,252685
20460,34919
20460,616448
20464,119948
20464,380463
20464,605621
20464,115461
20464,329668
20464,435395
20464,251788
20469,584497
20470,307062
20470,591358
20470,87951
20470,544896
20470,288559
20470,86720
20470,291884
20470,226369
20470,86513
20470,291556
20470,511313
20471,619885
20471,301117
20473,604379
20473,85593
20473,85009
20473,110682
20473,168366
20473,552884
20473,286711
20473,155427
20473,450444
20473,114155
20473,617211
20473,363866
20473,90786
20473,355990
20473,164522
20474,110075
20474,124564
20474,312507
20474,228725
20474,106127
20477,288405
20477,316052
20477,626010
20477,303300
20477,201298
20477,595940
20477,327680
20485,95553
20485,571470
20485,362471
20485,323453
20485,367366
20485,289712
20485,109297
20492,438051
20492,437835
20492,280320
20492,110703
20492,149890
20493,257264
20493,146071
20493,375283
20493,598595
20493,74531
20504,287535
20507,475154
20507,183958
20510,319228
20510,281844
20510,533464
20510,109519
20512,26620
20512,618822
20512,104124
20517,601314
20517,591208
20517,81367
20517,298272
20517,439255
20517,246679
20517,444280
20517,441842
20517,592521
20517,592061
20517,439987
20517,524520
20517,582901
20517,533167
20517,436066
20518,228712
20518,510892
20520,238663
20520,112088
20523,441793
20523,466031
20524,626816
20524,251208
20524,618535
20524,450119
20524,460029
20533,616444
20533,313198
20535,291046
20535,164010
20535,320879
20538,33533
20538,32494
20543,532495
20543,262940
20543,118613
20545,577465
20545,104587
20545,575484
20545,109756
20549,86882
20551,305451
20551,369156
20559,237853
20559,113653
20559,601598
20564,362721
20564,480437
20564,509094
20569,23550
20569,602316
20569,519991
20569,82632
20571,247813
20571,254047
20571,239983
20571,307442
20571,472721
20571,375275
20572,221270
20572,99054
20575,85428
20575,611298
20575,292541
20575,573687
20575,303282
20575,153168
20575,86019
20575,214951
20575,311243
20576,323644
20576,508675
20579,250904
20579,177184
20579,602521
20579,121004
20579,550851
20579,98660
20580,620673
20580,156762
20580,471411
20580,568002
20587,27122
20588,86720
20588,88870
20588,152434
20591,477825
20591,181421
20592,522133
20592,254865
20592,603069
20592,221722
20595,308151
20595,100167
20597,307961
20597,442193
20597,242411
20597,433913
20603,63493
20603,105828
20614,236057
20616,328436
20616,579563
20616,332582
20616,308370
20617,252699
20617,103712
20617,315793
20622,325626
20622,300048
20622,589731
20622,365638
20622,235877
20622,368116
20625,519090
20625,435126
20625,145122
20625,371323
20625,272140
20625,238357
20625,91449
20625,367695
20634,106595
20634,359320
20634,104719
20639,322450
20639,591288
20639,111646
20639,620759
20640,80357
20646,22677
20654,585949
20654,230820
20655,332729
20655,610250
20655,362075
20655,321341
20655,434548
20655,122604
20655,624201
20657,477460
20657,236721
20657,26534
20657,88927
20657,263012
20657,617241
20663,601824
20663,611298
20663,318548
20663,448808
20664,298592
20667,476961
20667,249971
20667,300291
20667,449245
20667,562268
20667,437474
20667,233022
20667,357856
20667,284690
20667,104246
20667,566058
20667,615015
20673,232304
20673,375837
20674,578598
20690,214023
20690,284996
20690,315913
20690,246159
20692,601015
20692,586599
20693,538999
20693,467151
20696,34710
20700,614161
20700,602120
20700,436499
20700,315559
20700,227136
20700,237039
20701,23497
20701,33113
20701,33300
20702,240352
20702,454672
20703,576356
20715,314584
20715,216341
20715,539195
20715,174910
20715,476515
20715,471325
20723,250081
20723,601824
20723,612676
20723,446204
20723,311114
20723,311150
20723,307508
20723,26948
20724,308997
20724,272241
20724,307656
20724,377483
20724,121070
20725,316290
20725,623035
20725,25692
20725,614384
20725,573043
20737,614093
20741,247639
20741,90036
20747,364110
20747,254471
20747,590746
20749,298163
20749,295353
20749,273046
20749,526572
20749,481335
20749,161509
20749,315103
20749,453402
20749,163412
20749,603718
20749,364013
20749,155479
20749,438109
20749,476148
20749,436197
20749,179085
20749,592660
20749,251709
20749,272303
20749,226369
20749,433110
20749,268054
20750,320968
20750,434967
20750,588892
20750,327819
20753,597720
20753,438141
20754,91053
20756,151997
20758,241612
20759,180300
20759,522793
20759,465281
20759,520186
20759,523144
20759,600146
20766,30751
20766,28615
20766,34615
20768,588896
20768,555618
20768,566375
20768,466031
20768,617933
20773,602615
20775,213310
20775,246511
20775,601070
20775,625814
20782,371538
20782,607938
20784,222234
20784,235112
20789,517532
20791,612676
20791,235826
20791,93543
20791,318548
20791,611298
20791,311150
20791,311624
20791,209581
20796,440444
20796,582347
20796,601314
20796,286858
20796,478229
20796,77419
20796,77562
20796,288984
20801,444310
20805,538538
20805,568372
20805,571399
20805,231492
20805,588494
20805,568772
20805,604857
20805,620741
20805,89627
20806,281933
20806,251421
20807,533028
20807,593041
20807,183108
20811,83019
20811,75162
20811,300301
20811,90747
20813,331515
20813,459196
20813,164493
20813,534499
20813,479128
20813,317314
20813,536011
20813,433647
20814,216255
20815,167506
20815,213329
20815,185358
20815,329654
20815,242762
20818,147429
20818,601538
20818,586947
20818,622705
20821,95842
20821,328683
20821,566522
20821,285063
20821,288805
20822,34251
20822,620296
20822,86968
20822,285077
20824,312979
20833,296507
20833,454716
20833,115513
20833,292920
20833,621951
20833,236188
20838,564603
20838,114045
20849,255381
20849,445730
20851,593824
20851,326308
20851,252685
20851,222890
20851,181029
20855,115672
20855,365508
20855,321138
20867,212422
20867,525447
20867,443991
20867,319841
20867,534936
20867,449111
20867,26852
20867,208772
20867,371958
20867,452378
20867,217805
20867,542805
20867,545575
20867,25692
20867,614411
20867,574126
20867,109793
20867,331850
20867,315233
20867,441103
20871,249524
20871,236182
20871,186299
20871,445178
20871,307744
20871,538103
20871,450922
20871,438574
20871,443911
20872,95553
20872,178666
20872,318178
20872,526126
20872,531453
20876,607434
20876,283270
20876,78479
20876,233649
20876,112951
20876,625410
20884,231262
20884,281622
20884,592328
20884,289629
20886,75983
20886,77188
20886,82625
20886,373458
20886,433197
20886,512066
20886,530636
20886,573368
20888,35830
20888,561664
20892,589756
20892,470778
20892,370391
20892,372672
20892,601753
20896,162615
20896,433741
20896,577663
20896,216444
20897,512165
20897,281933
20897,160709
20911,335261
20911,363626
20911,525318
20911,539226
20911,559129
20911,561410
20911,565002
20911,567476
20911,567999
20916,326848
20926,544532
20926,376926
20926,440870
20931,232309
20931,21532
20932,622128
20932,523112
20932,145576
20934,14043
20939,460311
20939,288286
20940,359700
20940,376380
20940,231457
20940,261730
20940,156755
20940,143156
20940,524771
20940,369314
20940,164920
20940,236082
20940,184241
20940,295304
20940,526803
20940,619700
20940,470398
20940,564677
20940,229798
20940,267108
20940,221628
20940,90639
20941,21072
20941,30355
20942,26220
20942,27122
20949,589734
20949,609136
20949,212654
20956,95261
20957,214613
20957,368348
20957,296200
20957,90391
20957,366139
20957,162995
20957,568976
20957,312819
20957,223190
20957,383402
20957,369340
20957,604025
20957,159505
20957,261433
20957,478073
20957,373641
20957,104137
20957,564607
20957,358807
20957,534452
20957,362142
20957,445663
20957,564911
20957,443571
20957,465031
20957,363472
20957,356377
20957,362514
20957,478836
20957,447585
20957,372635
20959,107509
20966,473412
20969,516909
20969,324638
20969,259875
20969,627028
20969,253358
20969,163412
20969,311856
20969,155479
20969,433173
20969,563612
20969,432896
20969,335341
20969,180953
20969,554768
20969,619026
20971,625738
20971,310049
20974,31219
20976,293177
20976,620058
20976,446168
20976,580504
20976,613036
20976,442731
20977,484491
20979,285251
20979,247024
20979,102380
20979,288458
20979,435340
20979,246736
20979,435319
20979,435850
20979,307930
20981,85292
20985,443000
20989,283112
20992,446123
20992,439208
20994,475015
20994,223354
20994,207588
20994,524325
20994,86184
20996,620661
20996,318341
20996,381340
20996,534184
20996,443382
20996,144155
20996,215755
20998,105078
20998,555261
20998,290890
20998,87594
20998,598279
20998,592125
20998,574636
21000,470549
21003,362012
21003,287472
21003,618036
21003,322625
21004,124463
21004,306266
21004,321620
21004,281933
21004,113400
21004,239746
21004,221505
21006,583661
21006,472401
21006,96013
21006,546838
21006,448778
21006,80205
21006,232589
21006,446362
21006,276999
21006,114116
21006,586775
21006,586643
21006,231705
21006,514217
21006,449979
21006,520984
21006,262381
21006,270740
21012,382011
21012,365720
21012,560175
21012,272635
21012,291188
21012,249971
21012,538155
21012,308504
21012,600743
21012,369578
21012,367325
21017,322660
21017,328104
21017,419791
21017,443698
21017,440300
21017,484407
21017,171226
21017,182504
21020,295879
21020,592516
21023,160729
21024,233039
21026,525769
21026,268392
21026,378608
21026,561198
21026,558977
21027,618543
21027,271498
21027,98664
21027,236713
21031,32777
21031,76074
21033,220170
21033,626433
21033,586235
21033,479649
21038,361891
21038,79618
21038,619785
21038,587831
21042,284348
21042,235186
21049,32762
21051,534851
21051,75854
21051,171478
21051,371958
21051,584237
21051,25692
21051,464539
21051,172296
21051,607161
21056,271108
21056,298938
21056,320284
21056,238878
21056,122555
21056,294599
21056,168381
21056,311590
21056,150194
21056,251480
21058,519536
21058,526540
21066,81497
21066,145893
21066,163068
21066,597372
21066,606128
21070,77862
21070,421148
21072,23678
21073,93035
21073,82610
21073,314256
21073,256168
21073,266383
21073,236253
21073,621684
21073,444521
21073,362389
21073,326992
21073,330259
21073,225386
21073,235396
21073,233621
21078,241477
21078,91877
21078,239495
21078,292162
21084,15485
21084,7201
21084,311413
21084,4616
21084,588494
21084,618495
21084,609583
21084,231782
21084,586607
21094,100005
21095,472014
21095,473902
21095,81191
21095,606992
21095,91189
21097,459741
21097,250734
21097,619885
21097,171614
21097,92732
21097,91046
21098,114154
21101,429297
21101,270829
21101,266639
21101,85928
21105,143083
21105,149417
21105,169132
21107,113536
21107,166278
21107,551684
21107,546048
21107,278777
21107,303448
21109,125054
21109,224719
21109,541921
21109,452575
21109,461117
21111,310084
21111,320995
21111,210055
21111,465018
21111,532878
21111,307309
21111,379443
21111,311800
21111,374047
21111,109793
21111,367738
21111,95919
21111,441103
21113,295835
21113,230971
21113,479134
21113,210065
21113,583467
21117,597720
21117,97475
21117,105319
21117,112116
21117,600652
21120,436139
21120,105044
21121,120225
21121,182807
21123,591740
21123,621575
21123,93751
21123,561114
21123,562265
21123,325673
21123,245854
21124,615471
21124,616708
21124,249771
21124,464972
21124,626199
21124,107238
21124,123293
21124,306303
21124,613132
21124,331772
21129,447900
21129,246915
21129,109164
21132,469093
21132,217497
21132,569283
21132,450824
21132,598107
21132,619100
21132,143027
21132,284940
21132,304373
21132,144654
21134,281819
21134,571097
21134,256891
21134,252089
21134,599200
21134,267798
21136,95021
21136,448970
21136,116391
21136,318939
21136,570675
21136,558595
21136,85328
21137,78912
21144,614922
21144,619143
21144,117995
21144,627144
21144,97619
21144,611388
21144,357580
21150,590236
21150,272919
21150,224441
21151,623060
21151,530098
21151,522762
21151,510587
21157,540409
21157,323502
21157,449979
21159,569684
21159,449152
21159,228959
21159,156604
21159,268959
21159,484181
21159,513765
21159,481805
21159,573397
21159,540478
21159,165839
21159,463899
21159,157248
21159,532599
21159,537539
21161,602151
21161,542643
21161,77287
21161,595814
21161,521540
21161,86703
21162,565750
21162,172124
21162,240935
21162,162013
21163,378729
21163,243975
21163,180953
21163,567208
21168,95553
21168,440619
21168,102860
21168,368918
21168,5211
21168,21345
21168,393300
21168,311032
21169,556270
21169,525911
21169,433523
21169,555042
21170,471236
21171,252040
21171,82354
21174,302065
21174,218454
21174,626951
21174,330918
21174,586429
21174,538939
21174,319647
21175,435849
21175,104261
21181,92310
21181,95271
21181,563222
21181,608080
21181,561032
21181,107831
21181,610670
21181,567631
21196,2772
21196,149873
21196,307182
21196,255589
21196,327906
21196,440722
21200,586352
21200,214951
21200,317917
21200,317793
21200,625144
21208,564149
21208,85291
21208,602251
21208,543545
21208,600472
21208,333428
21209,614673
21209,297138
21209,320247
21211,618183
21213,23108
21213,35109
21213,30370
21213,30411
21214,320582
21214,602689
21214,223011
21221,100263
21221,303989
21221,289991
21221,625448
21221,562163
21221,289432
21222,571978
21222,424910
21222,317757
21222,314219
21222,257660
21222,319351
21222,612780
21222,615525
21222,297621
21222,512652
21222,531668
21222,535912
21222,266116
21222,316498
21222,313107
21222,94487
21224,93389
21224,316040
21226,89691
21236,284653
21236,153468
21236,227540
21236,114475
21236,537755
21240,464972
21240,578228
21240,457748
21240,121427
21244,290528
21244,242836
21246,170137
21246,146017
21246,329252
21246,325398
21249,123353
21249,158386
21250,251791
21250,230495
21261,366666
21261,95950
21261,91548
21261,372276
21263,520020
21263,273936
21263,242555
21263,558316
21263,624709
21265,182968
21267,311382
21267,184899
21268,32452
21268,30249
21268,29755
21269,334025
21269,437914
21269,453387
21269,100279
21269,603020
21269,441776
21269,455459
21269,484467
21270,281333
21270,112039
21270,332290
21270,318181
21270,287721
21270,437619
21270,563463
21270,545515
21270,116953
21270,84482
21270,331968
21273,162995
21273,90560
21273,288545
21278,333859
21278,329668
21279,25824
21285,33310
21286,15090
21286,154288
21286,252496
21287,106077
21289,594761
21289,376926
21299,460488
21299,333535
21299,464443
21299,609001
21299,444391
21299,484451
21303,33300
21303,22173
21305,320204
21308,290184
21308,437373
21308,372477
21308,311090
21308,282314
21308,307887
21308,614554
21308,435273
21308,257082
21308,276848
21308,607519
21308,580789
21308,317569
21308,586599
21308,594020
21309,298731
21309,162995
21309,476426
21309,438621
21309,119854
21309,463953
21309,146723
21309,307489
21309,620765
21309,302954
21309,239475
21309,593154
21309,231782
21319,30547
21320,626125
21325,219356
21325,169407
21325,159449
21325,144713
21325,485740
21325,476312
21325,515454
21325,583295
21325,212934
21325,223750
21325,228855
21325,219238
21325,80639
21328,317569
21328,86019
21328,88615
21331,600619
21331,321998
21340,75910
21345,586947
21348,439476
21348,78510
21348,449812
21348,592645
21348,612146
21353,486038
21353,468674
21353,144941
21353,588438
21353,596122
21353,606459
21353,264975
21353,213434
21353,166812
21355,487641
21355,334905
21367,162995
21367,88093
21367,614922
21367,94123
21367,117240
21368,247546
21368,158345
21368,589923
21368,115875
21368,246511
21383,240262
21383,560811
21387,31858
21387,23170
21387,22186
21387,26709
21387,31429
21400,250634
21400,109115
21400,449921
21400,577700
21402,33824
21412,21119
21415,620108
21415,295170
21418,617780
21418,440925
21418,474104
21418,319374
21420,458911
21420,110298
21420,297521
21425,162585
21425,467304
21425,297936
21425,257212
21425,441729
21425,143581
21425,286942
21425,253222
21430,246511
21438,226929
21438,227439
21438,438371
21438,267495
21438,256033
21438,274679
21438,311995
21438,263088
21438,246217
21438,621066
21438,264119
21438,275356
21438,484649
21438,594404
21442,23387
21442,318209
21444,239555
21444,27378
21454,541324
21454,439633
21454,160986
21454,614673
21454,583471
21456,555564
21463,614015
21468,599858
21471,288676
21471,247098
21471,306734
21471,110356
21471,118111
21471,99634
21471,101113
21472,363626
21472,328361
21472,250081
21473,589354
21473,518448
21473,443895
21478,614456
21478,333809
21478,593112
21478,88644
21478,21531
21478,618096
21478,622552
21478,323728
21478,595082
21478,219097
21478,94927
21478,555208
21478,589351
21478,329737
21478,548279
21478,321277
21478,34864
21490,452256
21490,226462
21495,323175
21495,300547
21495,330624
21496,329716
21496,619885
21500,11800
21500,238181
21500,29021
21500,597777
21500,243135
21506,511218
21506,443116
21509,117936
21512,215772
21513,445086
21515,608463
21515,309201
21515,460784
21516,613739
21519,440732
21519,372558
21519,555582
21521,601824
21521,541567
21521,370606
21521,379827
21521,99525
21521,289711
21521,434946
21521,512712
21521,616075
21521,308691
21521,248900
21521,371306
21523,28108
21523,23662
21528,623141
21528,314783
21531,619477
21531,558120
21531,559365
21532,17650
21532,246511
21533,156320
21538,162995
21538,319128
21538,299864
21538,329211
21538,613609
21538,25716
21538,515274
21538,223269
21539,30783
21539,273513
21539,280345
21539,581697
21539,440618
21539,601952
21539,521878
21539,444571
21539,377218
21539,545665
21539,589938
21539,443698
21539,581010
21539,121877
21539,123038
21539,317300
21539,547692
21539,238034
21539,153751
21542,588202
21542,513743
21542,82176
21542,87619
21542,468809
21542,241473
21542,301988
21542,316419
21542,533764
21542,151682
21542,261808
21542,453302
21545,105644
21545,314158
21545,98567
21545,374047
21545,212202
21546,77070
21547,618595
21547,594738
21547,516501
21547,329737
21556,516931
21556,107509
21566,273216
21566,455254
21566,95993
21568,290231
21568,554052
21568,168563
21568,290035
21568,167108
21568,618327
21568,383252
21568,181307
21571,449690
21573,480437
21573,153496
21573,581170
21579,453484
21579,299299
21579,511591
21579,225750
21579,536686
21589,174872
21589,558059
21589,443483
21589,442636
21589,445436
21589,433679
21589,443696
21589,522133
21589,444240
21589,84009
21589,298917
21589,449805
21589,104310
21589,533779
21589,76298
21589,232195
21590,211219
21590,519989
21590,90098
21595,315891
21595,248372
21595,455254
21595,479299
21595,564747
21595,180034
21600,561772
21600,434305
21600,446867
21600,235938
21603,147949
21603,298990
21603,113610
21603,246544
21603,213794
21603,525952
21603,309997
21603,324383
21603,623372
21603,91769
21603,554467
21605,220995
21605,175800
21605,475256
21605,171567
21605,468937
21605,586853
21605,334167
21605,246863
21605,303337
21605,537953
21608,232812
21612,162940
21612,177675
21612,247872
21612,219060
21613,615810
21613,364539
21613,246024
21613,482070
21613,467331
21613,266935
21613,367511
21613,478836
21613,120729
21613,445663
21617,281189
21617,315774
21617,320093
21617,299267
21617,623729
21617,396191
21617,609136
21617,614058
21628,21428
21629,441212
21629,570888
21629,576471
21629,306951
21629,333419
21630,422192
21632,602352
21632,75412
21632,206955
21632,237649
21632,317596
21632,322849
21632,247040
21632,231174
21632,297744
21632,322582
21632,177331
21632,330535
21632,82146
21632,91506
21632,239446
21632,600710
21632,240415
21632,144724
21632,326803
21634,234635
21634,224161
21634,213469
21636,384464
21636,296158
21636,171886
21636,536748
21636,362626
21636,143597
21648,235152
21648,319869
21648,602485
21648,231782
21649,608416
21649,613818
21652,24945
21652,31011
21653,233296
21654,621874
21654,569563
21654,155479
21654,74507
21654,298163
21654,379047
21654,165953
21654,311621
21657,26720
21657,22897
21659,241614
21660,25371
21660,22587
21660,31433
21660,34727
21666,162995
21666,172163
21666,255262
21666,84152
21670,250081
21670,280241
21670,279671
21670,620780
21670,87839
21670,439311
21670,598565
21670,380463
21672,526648
21673,24775
21673,330326
21673,31918
21677,85428
21677,557095
21677,309390
21677,231782
21677,442908
21681,477460
21681,586235
21681,214023
21681,298959
21681,595025
21683,297327
21683,207703
21683,580517
21683,373744
21683,306350
21683,107984
21683,301824
21683,122436
21683,601805
21693,24778
21700,222772
21704,31147
21705,164339
21705,159555
21705,246511
21705,558458
21705,619785
21706,598460
21706,207887
21707,224884
21707,166767
21707,468777
21707,288509
21707,325092
21707,603909
21709,30566
21717,28108
21720,121474
21720,246092
21720,252245
21720,232646
21720,303078
21720,567163
21720,624493
21721,626690
21721,562231
21721,563141
21721,240258
21721,280674
21721,109545
21721,103896
21728,570055
21728,572653
21728,513030
21733,245638
21736,468915
21736,226099
21736,511273
21736,465762
21736,447241
21736,323963
21736,105548
21738,440805
21738,449336
21742,157665
21742,329607
21742,570421
21743,331685
21743,103556
21743,436106
21744,232309
21744,613802
21745,234802
21745,236376
21745,369065
21745,113092
21745,434848
21752,440068
21752,281618
21753,17650
21753,232309
21753,23221
21756,20989
21756,21657
21756,27518
21760,449596
21760,438658
21760,322824
21768,226821
21768,225957
21768,79206
21768,517247
21768,604857
21768,625044
21768,29715
21770,475065
21770,616469
21770,612215
21770,247197
21770,245705
21771,298814
21771,100300
21771,307018
21771,119527
21774,288802
21774,108706
21774,352599
21774,109192
21776,618908
21776,471223
21776,461233
21776,239718
21782,196078
21782,238803
21784,249596
21784,589731
21784,98697
21784,319217
21786,595515
21786,280009
21786,598520
21786,314650
21786,569716
21789,601906
21789,231499
21789,319464
21795,210871
21798,568429
21798,615655
21798,441001
21799,440912
21799,565291
21799,314219
21799,583297
21799,320284
21800,106444
21800,540138
21800,583277
21800,587641
21800,311407
21800,297050
21800,165046
21808,79074
21808,119172
21808,557805
21808,594231
21808,572025
21808,324934
21808,451404
21808,579452
21809,179415
21809,589151
21811,377518
21811,225506
21811,318458
21811,325637
21811,167797
21820,329868
21820,100300
21820,284348
21820,616581
21820,242411
21820,282258
21820,334716
21821,620759
21821,368548
21821,93981
21821,372873
21821,94584
21821,124068
21821,2121
21821,214951
21821,537573
21821,451075
21821,615015
21821,315860
21821,360014
21821,243740
21823,373791
21823,360062
21823,357975
21823,216749
21823,377482
21823,360390
21823,363381
21823,382258
21823,370411
21827,461318
21827,604747
21827,30130
21827,24945
21827,33078
21827,31471
21827,33879
21828,445118
21828,282163
21828,449514
21828,308134
21828,445506
21828,446348
21828,448290
21828,295183
21832,438162
21832,435024
21832,323254
21832,442115
21832,298834
21832,75801
21832,295042
21832,219562
21832,165287
21832,436836
21832,375564
21832,261883
21832,107386
21832,469391
21832,362896
21838,7449
21838,297934
21838,246511
21838,330165
21838,618822
21838,112578
21843,35720
21845,313505
21845,245038
21845,308995
21845,311413
21845,95028
21845,626743
21845,253680
21845,237480
21845,324221
21845,597824
21845,593911
21846,381712
21846,556114
21846,330197
21848,450875
21848,155743
21848,513752
21848,280614
21848,364379
21848,172119
21848,313205
21848,360298
21851,584715
21851,87230
21851,245380
21852,310611
21852,108629
21852,571578
21852,334203
21852,556980
21852,567981
21852,159512
21856,315054
21857,483769
21857,589330
21857,271791
21857,155485
21857,613469
21857,281336
21857,289764
21857,625654
21857,334716
21857,298599
21857,447022
21865,255066
21865,233004
21865,234769
21865,79836
21865,123133
21868,222188
21869,286880
21869,284777
21869,297076
21869,583636
21870,170835
21870,472401
21870,514217
21871,273513
21871,440637
21871,478229
21871,440664
21871,103229
21871,155431
21871,543952
21871,606377
21871,236196
21873,284037
21873,300593
21873,181124
21873,614673
21873,240356
21873,439060
21873,108046
21873,300714
21873,27685
21874,356591
21874,326724
21874,563928
21874,246736
21878,23514
21878,27953
21878,30818
21879,295278
21879,578136
21881,75216
21881,102504
21881,86975
21881,551684
21881,440903
21881,143544
21881,463357
21881,297140
21883,228712
21883,435872
21886,304046
21886,576355
21886,438950
21886,572832
21888,321850
21888,447575
21888,440444
21888,326053
21888,446974
21888,443986
21888,526923
21888,290411
21888,453387
21888,317614
21888,311933
21888,281967
21888,573261
21888,294320
21888,440456
21888,292676
21888,444120
21889,99806
21889,26425
21889,213123
21889,307152
21898,239893
21898,610917
21898,250900
21898,108367
21898,253738
21898,95455
21898,254995
21899,293499
21899,609136
21899,438845
21899,233690
21899,532048
21899,623099
21899,303133
21900,585875
21900,607237
21901,311413
21901,324260
21901,327856
21901,619988
21905,295247
21905,87412
21905,93218
21909,178572
21914,34961
21914,323882
21917,146723
21917,280944
21917,617684
21917,575628
21917,112878
21917,232470
21917,196535
21917,232766
21917,101399
21918,24614
21920,283312
21920,329144
21920,164010
21922,618535
21924,295658
21924,618827
21924,315920
21924,581717
21924,221749
21929,24285
21929,26817
21930,113180
21930,314219
21932,435390
21934,485099
21934,244605
21934,238233
21934,232132
21934,601673
21934,538712
21935,323526
21935,92579
21935,260224
21938,619533
21938,246511
21938,321277
21951,531284
21951,377465
21951,618140
21951,472528
21951,442148
21951,511327
21951,509210
21953,27457
21954,379061
21954,282133
21954,605329
21954,448355
21954,604515
21955,365424
21959,121099
21959,612358
21959,526200
21959,79206
21959,95572
21959,511327
21959,239916
21959,92156
21959,209072
21959,216547
21959,613701
21959,246693
21959,116551
21959,104204
21959,330024
